GbGDiv results table from 'allMtub-MYCOBACT' records table.																
"Created at 16:55, on Tue 3 May, 2016"																
Software version: 0.9																
Isolate records read from table: 7670																
																
Locus	Category	Missing	Paralogous	CountNuc	CountAA	MinLength	MaxLength	AvgLength	NonVarNuc	NonVarAA	AllelicDiv	ADivNM	VSitesNuc	VSitesAA	RatioCount	RatioVS
MYCO001687	Cell wall	40	0	61	45	762	768	767.8666667	685	200	0.079440875	0.017434319	0.107918041	0.218614343	0.737704918	2.025744167
MYCO001688	Information	244	0	46	25	612	612	612	568	180	0.075163399	0.013156843	0.071895425	0.117647059	0.543478261	1.636363636
MYCO001690	Cell wall	29	0	21	13	384	384	384	364	115	0.0546875	-0.007319056	0.052083333	0.1015625	0.619047619	1.95
MYCO001691	Hypoth	427	0	58	31	747	762	753.0967742	678	177	0.077015335	0.015008779	0.099717296	0.294911334	0.534482759	2.957474227
MYCO001692	Int metab	831	0	48	28	1062	1062	1062	1015	329	0.04519774	-0.016808816	0.044256121	0.070621469	0.583333333	1.595744681
MYCO001693	Hypoth	16	0	15	11	177	177	177	166	51	0.084745763	0.022739207	0.062146893	0.13559322	0.733333333	2.181818182
MYCO001696	Information	61	0	89	58	1755	1764	1763.844828	1668	529	0.050457953	-0.011548602	0.054338582	0.100260989	0.651685393	1.845116028
MYCO001698	Cell wall	726	0	41	25	945	945	945	904	290	0.043386243	-0.018620312	0.043386243	0.079365079	0.609756098	1.829268293
MYCO001700	Information	13	0	43	32	624	624	624	585	180	0.068910256	0.006903701	0.0625	0.134615385	0.744186047	2.153846154
MYCO001702	IS and phage	828	0	85	64	1356	1374	1364.953125	1258	380	0.062273201	0.000266645	0.078356629	0.164806484	0.752941176	2.103287071
MYCO001703	Int metab	25	0	33	23	591	591	591	560	175	0.055837563	-0.006168992	0.052453469	0.111675127	0.696969697	2.129032258
MYCO001704	Cell wall	59	0	106	64	1659	1677	1671	1552	492	0.063435069	0.001428513	0.071214841	0.116696589	0.603773585	1.638655462
MYCO001705	PE/PPE	1633	0	59	40	1155	1158	1157.925	1095	336	0.050953214	-0.011053342	0.054342898	0.129477298	0.677966102	2.382598331
MYCO001706	PE/PPE	587	0	66	40	1173	1185	1184.7	1110	353	0.055710306	-0.006296249	0.063053938	0.106102811	0.606060606	1.682730924
MYCO001707	Cell wall	111	0	93	52	1461	1461	1461	1372	435	0.063655031	0.001648475	0.06091718	0.106776181	0.559139785	1.752808989
MYCO001710	Cell wall	15	0	40	24	696	696	696	658	209	0.057471264	-0.004535291	0.054597701	0.099137931	0.6	1.815789474
MYCO001714	Int metab	972	0	58	38	813	813	813	755	232	0.071340713	0.009334158	0.071340713	0.143911439	0.655172414	2.017241379
MYCO001715	Lipids	835	0	58	41	912	915	914.9268293	856	265	0.063393048	0.001386492	0.064406057	0.131078055	0.706896552	2.035182119
MYCO001716	Hypoth	22	0	64	45	822	831	830.6	752	231	0.077052733	0.015046177	0.094630388	0.165663376	0.703125	1.750636132
MYCO001717	Hypoth	1495	0	27	18	342	351	350.5	317	43	0.07703281	0.015026254	0.095577746	0.631954351	0.666666667	6.611940299
MYCO001718	Hypoth	146	0	63	39	819	819	819	757	235	0.076923077	0.014916521	0.075702076	0.139194139	0.619047619	1.838709677
MYCO001719	Regulatory	250	0	68	42	780	783	780.0714286	712	215	0.087171504	0.025164949	0.087263071	0.173152642	0.617647059	1.984260231
MYCO001720	Virulence	125	0	24	21	384	390	389.7142857	362	109	0.061583578	-0.000422978	0.07111437	0.160923754	0.875	2.262886598
MYCO001721	Virulence	9	0	11	9	228	228	228	217	67	0.048245614	-0.013760942	0.048245614	0.118421053	0.818181818	2.454545455
MYCO001722	Lipids	797	0	97	68	1485	1485	1485	1389	431	0.065319865	0.00331331	0.064646465	0.129292929	0.701030928	2
MYCO001723	Int metab	397	0	78	50	1248	1248	1248	1172	368	0.0625	0.000493444	0.060897436	0.115384615	0.641025641	1.894736842
MYCO001724	Hypoth	123	0	20	17	420	420	420	400	123	0.047619048	-0.014387508	0.047619048	0.121428571	0.85	2.55
MYCO001725	Hypoth	424	0	51	32	711	711	711	660	202	0.071729958	0.009723402	0.071729958	0.147679325	0.62745098	2.058823529
MYCO001726	Int metab	513	0	118	85	1377	1386	1385.858824	1269	382	0.085145758	0.023139202	0.084322314	0.173075944	0.720338983	2.052552099
MYCO001727	Hypoth	99	0	40	30	564	570	569.8	490	138	0.07020007	0.008193514	0.14004914	0.273429273	0.75	1.952380952
MYCO001728	Hypoth	23	0	44	28	771	771	771	728	230	0.057068742	-0.004937814	0.055771725	0.105058366	0.636363636	1.88372093
MYCO001729	Lipids	55	0	54	39	939	939	939	887	274	0.057507987	-0.004498569	0.055378062	0.124600639	0.722222222	2.25
MYCO001730	Cell wall	1428	0	111	78	1533	1554	1553.423077	1431	425	0.071455099	0.009448543	0.078808586	0.179231969	0.702702703	2.274269557
MYCO001731	Int metab	557	0	82	51	1551	1557	1556.823529	1468	466	0.052671352	-0.009335204	0.057054334	0.102017683	0.62195122	1.78807947
MYCO001732	Hypoth	456	0	23	16	549	549	549	526	167	0.041894353	-0.020112202	0.041894353	0.087431694	0.695652174	2.086956522
MYCO001733	Cell wall	19	0	47	33	633	633	633	586	179	0.074249605	0.012243049	0.074249605	0.151658768	0.70212766	2.042553191
MYCO001734	Hypoth	14	0	16	11	243	243	243	228	71	0.065843621	0.003837066	0.061728395	0.12345679	0.6875	2
MYCO001735	Cell wall	49	0	38	25	498	498	498	461	143	0.076305221	0.014298665	0.074297189	0.138554217	0.657894737	1.864864865
MYCO001736	Int metab	1203	3209	130	97	1950	1959	1958.752577	1794	557	0.06636877	0.004362215	0.084110969	0.146906036	0.746153846	1.746574057
MYCO001737	Cell wall	1227	0	61	39	1179	1191	1187.846154	1113	336	0.051353452	-0.010653104	0.063009973	0.151405258	0.639344262	2.402877698
MYCO001738	Hypoth	100	0	27	22	285	285	285	260	75	0.094736842	0.032730286	0.087719298	0.210526316	0.814814815	2.4
MYCO001739	Cell wall	447	0	100	69	1683	1683	1683	1586	497	0.059417706	-0.002588849	0.057635175	0.114081996	0.69	1.979381443
MYCO001740	Virulence	17	0	13	9	213	213	213	201	62	0.061032864	-0.000973692	0.056338028	0.126760563	0.692307692	2.25
MYCO001741	Virulence	11	2370	19	13	246	249	248.7692308	230	72	0.076376005	0.014369449	0.075448361	0.131725417	0.684210526	1.745901639
MYCO001742	Unknown	238	0	48	31	735	738	737.9032258	683	207	0.06504918	0.003042625	0.074404372	0.15842623	0.645833333	2.129259694
MYCO001743	Regulatory	822	0	84	57	1698	1701	1700.947368	1614	511	0.049384244	-0.012622312	0.051117025	0.098737546	0.678571429	1.931598063
MYCO001744	Cell wall	1148	0	31	26	402	402	402	364	106	0.077114428	0.015107872	0.094527363	0.208955224	0.838709677	2.210526316
MYCO001745	Int metab	57	0	40	21	612	612	612	573	183	0.065359477	0.003352921	0.06372549	0.102941176	0.525	1.615384615
MYCO001746	Regulatory	391	0	95	63	1422	1431	1430.857143	1331	415	0.06639377	0.004387214	0.069788339	0.129892173	0.663157895	1.861230329
MYCO001747	Cell wall	552	0	113	67	2592	2598	2597.910448	2452	786	0.043496495	-0.01851006	0.056164541	0.092347466	0.592920354	1.644230769
MYCO001748	Hypoth	38	0	52	26	732	732	732	682	219	0.071038251	0.009031696	0.068306011	0.102459016	0.5	1.5
MYCO001749	Cell wall	56	0	40	24	558	561	558.125	521	164	0.071668533	0.009661977	0.066517357	0.118477044	0.6	1.781144781
MYCO001750	Lipids	305	0	94	65	1599	1602	1599.046154	1506	472	0.058785045	-0.003221511	0.058188535	0.114472089	0.691489362	1.967261905
MYCO001751	Int metab	194	0	78	52	1383	1383	1383	1306	413	0.056399132	-0.005607423	0.055676067	0.104121475	0.666666667	1.87012987
MYCO001752	Hypoth	41	0	35	24	450	450	450	416	127	0.077777778	0.015771222	0.075555556	0.153333333	0.685714286	2.029411765
MYCO001753	PE/PPE	7618	0	25	11	3156	3162	3161.454545	3127	1041	0.007907752	-0.054098803	0.010898321	0.012163561	0.44	1.116094987
MYCO001754	Hypoth	3336	0	59	36	1692	1701	1692.5	1611	518	0.034859675	-0.027146881	0.048153619	0.08183161	0.610169492	1.699386503
MYCO001757	IS and phage	947	2	22	17	321	327	326.6470588	300	92	0.067350981	0.005344426	0.081577526	0.155051324	0.772727273	1.900662252
MYCO001758	Cell wall	5269	0	39	32	522	540	524.90625	459	141	0.074298982	0.012292426	0.125558135	0.194141811	0.820512821	1.546230441
MYCO001759	PE/PPE	7216	0	45	28	2685	2754	2734.821429	2538	835	0.016454456	-0.045552099	0.071968658	0.08403526	0.622222222	1.167664671
MYCO001760	Lipids	4053	0	63	44	1494	1509	1508.590909	1414	424	0.041760824	-0.020245731	0.062701497	0.15682907	0.698412698	2.501201346
MYCO001761	Cell wall	3994	0	21	17	384	384	384	364	112	0.0546875	-0.007319056	0.052083333	0.125	0.80952381	2.4
MYCO001762	Hypoth	4068	0	26	19	771	789	786.4736842	744	238	0.033058957	-0.028947598	0.05400522	0.092150171	0.730769231	1.706319703
MYCO001763	IS and phage	947	2	22	17	321	327	326.6470588	300	92	0.067350981	0.005344426	0.081577526	0.155051324	0.772727273	1.900662252
MYCO001765	Hypoth	7660	0	2	2	1095	1098	1096.5	1091	363	0.001823985	-0.06018257	0.00501596	0.006839945	1	1.363636364
MYCO001766	Hypoth	27	0	11	7	270	270	270	260	83	0.040740741	-0.021265815	0.037037037	0.077777778	0.636363636	2.1
MYCO001767	Hypoth	21	0	19	12	360	360	360	343	108	0.052777778	-0.009228778	0.047222222	0.1	0.631578947	2.117647059
MYCO001768	PE/PPE	3662	0	90	64	1812	1875	1859.53125	1695	544	0.048399294	-0.013607262	0.08847996	0.122359466	0.711111111	1.382905983
MYCO001769	Hypoth	482	0	74	38	1245	1245	1245	1182	382	0.059437751	-0.002568805	0.05060241	0.079518072	0.513513514	1.571428571
MYCO001770	Hypoth	450	0	87	58	1287	1287	1287	1195	371	0.067599068	0.005592512	0.071484071	0.135198135	0.666666667	1.891304348
MYCO001771	Int metab	17	0	79	53	1287	1287	1287	1210	377	0.061383061	-0.000623494	0.05982906	0.121212121	0.670886076	2.025974026
MYCO001772	Hypoth	26	0	18	12	312	312	312	295	92	0.057692308	-0.004314248	0.054487179	0.115384615	0.666666667	2.117647059
MYCO001773	Regulatory	35	0	43	28	741	747	746.7857143	701	223	0.057580105	-0.004426451	0.061310378	0.104160689	0.651162791	1.698907956
MYCO001774	Int metab	126	0	104	76	1332	1344	1340.881579	1235	377	0.077560913	0.015554358	0.078964154	0.156525067	0.730769231	1.982229402
MYCO001775	Hypoth	2056	0	35	26	807	819	818.5384615	768	238	0.042759139	-0.019247417	0.061742317	0.127713561	0.742857143	2.068493151
MYCO001776	Regulatory	55	0	42	37	561	561	561	521	155	0.07486631	0.012859754	0.071301248	0.171122995	0.880952381	2.4
MYCO001777	Int metab	473	0	95	66	1305	1308	1305.045455	1219	379	0.072794399	0.010787844	0.065932918	0.128765978	0.694736842	1.95298468
MYCO001778	Hypoth	825	0	20	14	450	456	450.8571429	432	137	0.044359949	-0.017646606	0.041825095	0.088403042	0.7	2.113636364
MYCO001779	Cell wall	681	0	130	88	1761	1794	1793.113636	1614	498	0.072499588	0.010493032	0.09988973	0.166812426	0.676923077	1.66996574
MYCO001780	Hypoth	22	0	28	18	564	564	564	537	171	0.04964539	-0.012361166	0.04787234	0.090425532	0.642857143	1.888888889
MYCO001781	Int metab	825	0	141	101	2163	2175	2174.851485	2030	629	0.064832013	0.002825457	0.066602932	0.132354548	0.716312057	1.987218045
MYCO001782	Cell wall	188	0	65	27	1521	1524	1521.111111	1458	480	0.042731921	-0.019274635	0.041490139	0.053323594	0.415384615	1.285211268
MYCO001783	Cell wall	405	0	147	70	4173	4176	4175.957143	4030	1323	0.035201511	-0.026805045	0.034951782	0.049559211	0.476190476	1.417930899
MYCO001785	Int metab	40	0	59	43	1182	1182	1182	1125	352	0.049915398	-0.012091158	0.04822335	0.106598985	0.728813559	2.210526316
MYCO001786	Int metab	4	0	15	13	204	204	204	190	55	0.073529412	0.011522856	0.068627451	0.191176471	0.866666667	2.785714286
MYCO001787	PE/PPE	6732	0	49	39	1089	1098	1097.230769	1052	336	0.04465788	-0.017348676	0.041222658	0.081323612	0.795918367	1.972789116
MYCO001788	PE/PPE	23	22	27	14	300	300	300	219	79	0.09	0.027993444	0.27	0.21	0.518518519	0.777777778
MYCO001789	PE/PPE	772	0	78	53	1176	1188	1182	1102	342	0.065989848	0.003983292	0.067681895	0.131979695	0.679487179	1.95
MYCO001790	PE/PPE	3243	0	80	54	1044	1053	1051.888889	974	304	0.07605366	0.014047104	0.074046688	0.132988275	0.675	1.796005706
MYCO001791	PE/PPE	31	0	13	6	300	300	300	289	94	0.043333333	-0.018673222	0.036666667	0.06	0.461538462	1.636363636
MYCO001793	Cell wall	680	2905	126	27	285	285	285	208	68	0.442105263	0.380098707	0.270175439	0.284210526	0.214285714	1.051948052
MYCO001794	Hypoth	15	0	52	30	903	903	903	852	272	0.057585825	-0.004420731	0.056478405	0.096345515	0.576923077	1.705882353
MYCO001795	Cell wall	755	0	84	42	1512	1512	1512	1432	465	0.055555556	-0.006451	0.052910053	0.077380952	0.5	1.4625
MYCO001796	Int metab	362	0	95	49	1755	1758	1757.938776	1665	538	0.054040562	-0.007965993	0.052868039	0.081879288	0.515789474	1.548748353
MYCO001797	Cell wall	29	0	87	58	1221	1221	1221	1136	351	0.071253071	0.009246515	0.06961507	0.137592138	0.666666667	1.976470588
MYCO001798	Cell wall	41	0	76	46	1833	1833	1833	1759	566	0.041462084	-0.020544472	0.040370977	0.073649755	0.605263158	1.824324324
MYCO001799	Cell wall	642	0	18	9	192	192	192	176	56	0.09375	0.031743444	0.083333333	0.125	0.5	1.5
MYCO001800	PE/PPE	283	0	132	93	1953	1968	1967.806452	1829	565	0.067079768	0.005073212	0.070538671	0.138634799	0.704545455	1.965372996
MYCO001801	PE/PPE	2067	0	97	60	1266	1278	1272.05	1169	330	0.076254864	0.014248308	0.081010967	0.221728706	0.618556701	2.737020864
MYCO001802	PE/PPE	1407	0	77	57	1392	1392	1392	1316	394	0.055316092	-0.006690464	0.054597701	0.150862069	0.74025974	2.763157895
MYCO001803	PE/PPE	2206	0	100	69	1902	1938	1918.826087	1756	499	0.052115197	-0.009891359	0.084857136	0.219835497	0.69	2.590654206
MYCO001804	Hypoth	54	0	24	18	327	333	327.3333333	300	93	0.073319756	0.0113132	0.083503055	0.147657841	0.75	1.768292683
MYCO001805	Hypoth	11	0	35	26	348	348	348	314	91	0.100574713	0.038568157	0.097701149	0.215517241	0.742857143	2.205882353
MYCO001806	PE/PPE	22	0	23	12	300	300	300	278	88	0.076666667	0.014660111	0.073333333	0.12	0.52173913	1.636363636
MYCO001808	PE/PPE	539	0	72	43	1224	1230	1229.860465	1159	368	0.058543227	-0.003463329	0.05761667	0.102337191	0.597222222	1.776173285
MYCO001809	PE/PPE	349	0	60	44	1395	1413	1409.727273	1340	427	0.042561424	-0.019445132	0.049461534	0.0913136	0.733333333	1.846153846
MYCO001810	Hypoth	6	0	22	17	351	357	356.2941176	320	98	0.061746739	-0.000259816	0.10186561	0.174839029	0.772727273	1.71636953
MYCO001811	Cell wall	63	0	60	41	705	705	705	646	200	0.085106383	0.023099827	0.083687943	0.14893617	0.683333333	1.779661017
MYCO001812	Int metab	377	0	84	54	1197	1203	1202.888889	1120	350	0.069831886	0.00782533	0.068908184	0.127101423	0.642857143	1.844504021
MYCO001813	Hypoth	29	0	31	20	432	432	432	401	125	0.071759259	0.009752703	0.071759259	0.131944444	0.64516129	1.838709677
MYCO001814	Lipids	361	0	82	54	903	903	903	824	251	0.090808416	0.028801861	0.087486157	0.166112957	0.658536585	1.898734177
MYCO001815	Hypoth	1102	0	62	39	666	666	666	608	187	0.093093093	0.031086537	0.087087087	0.157657658	0.629032258	1.810344828
MYCO001816	Regulatory	1043	2152	33	19	687	705	704.0526316	656	212	0.046871496	-0.01513506	0.068251476	0.096658444	0.575757576	1.416210296
MYCO001817	Int metab	823	0	99	57	1458	1464	1463.894737	1361	433	0.067627813	0.005621258	0.070288344	0.112641116	0.575757576	1.602557545
MYCO001818	PE/PPE	5049	0	72	56	1398	1524	1480.071429	1122	364	0.048646301	-0.013360255	0.241928478	0.26219777	0.777777778	1.083782166
MYCO001819	Cell wall	265	0	81	50	1917	1923	1920	1841	593	0.0421875	-0.019819056	0.041145833	0.0734375	0.617283951	1.784810127
MYCO001820	Int metab	253	0	89	57	1644	1647	1644.052632	1553	491	0.05413452	-0.007872036	0.055383039	0.104043282	0.640449438	1.878612717
MYCO001822	Lipids	36	0	39	25	630	630	630	590	186	0.061904762	-0.000101794	0.063492063	0.114285714	0.641025641	1.8
MYCO001823	Hypoth	211	0	58	42	921	924	923.9285714	866	270	0.062775416	0.00076886	0.062698106	0.123308852	0.724137931	1.966707768
MYCO001824	Cell wall	31	0	23	14	366	366	366	344	108	0.06284153	0.000834974	0.06010929	0.114754098	0.608695652	1.909090909
MYCO001825	Hypoth	37	0	53	36	879	879	879	825	260	0.060295791	-0.001710765	0.061433447	0.112627986	0.679245283	1.833333333
MYCO001826	Int metab	2	0	18	12	405	405	405	388	123	0.044444444	-0.017562111	0.041975309	0.088888889	0.666666667	2.117647059
MYCO001828	Hypoth	34	0	39	20	744	744	744	707	229	0.052419355	-0.009587201	0.049731183	0.076612903	0.512820513	1.540540541
MYCO001831	Hypoth	66	0	16	13	258	261	258.2307692	245	74	0.061960083	-4.65E-05	0.051236223	0.140303843	0.8125	2.738372093
MYCO001833	Int metab	38	0	55	41	861	861	861	806	249	0.06387921	0.001872654	0.06387921	0.132404181	0.745454545	2.072727273
MYCO001834	Int metab	71	0	44	27	867	867	867	824	262	0.050749712	-0.011256844	0.049596309	0.093425606	0.613636364	1.88372093
MYCO001835	Hypoth	428	0	120	89	1887	1887	1887	1766	546	0.063593005	0.001586449	0.064122946	0.131955485	0.741666667	2.05785124
MYCO001836	Hypoth	479	0	116	75	2028	2040	2034	1909	583	0.057030482	-0.004976074	0.061455261	0.140117994	0.646551724	2.28
MYCO001838	Virulence	26	0	21	12	396	396	396	376	120	0.053030303	-0.008976253	0.050505051	0.090909091	0.571428571	1.8
MYCO001839	Virulence	5	0	11	6	264	264	264	254	82	0.041666667	-0.020339889	0.037878788	0.068181818	0.545454545	1.8
MYCO001840	PE/PPE	3710	0	86	65	1539	1557	1547.307692	1415	442	0.055580413	-0.006426143	0.085508327	0.143027591	0.755813953	1.672674419
MYCO001841	Cell wall	106	0	66	48	1038	1050	1041.0625	966	298	0.06339677	0.001390214	0.072101819	0.141261932	0.727272727	1.959200666
MYCO001845	Cell wall	1381	0	45	25	951	957	951.24	897	282	0.047306673	-0.014699882	0.05702031	0.11063454	0.555555556	1.940265487
MYCO001846	Regulatory	62	0	39	26	417	420	417.1153846	385	120	0.093499308	0.031492753	0.076994006	0.136929461	0.666666667	1.778443114
MYCO001847	Hypoth	84	0	45	29	417	423	422.7931034	382	117	0.106435038	0.044428482	0.096484789	0.169806704	0.644444444	1.759932375
MYCO001848	Int metab	103	0	22	15	303	303	303	281	86	0.072607261	0.010600705	0.072607261	0.148514851	0.681818182	2.045454545
MYCO001849	Int metab	6	0	13	10	315	315	315	303	96	0.041269841	-0.020736715	0.038095238	0.085714286	0.769230769	2.25
MYCO001850	Int metab	419	0	100	67	1734	1734	1734	1637	513	0.057670127	-0.004336429	0.055940023	0.112456747	0.67	2.010309278
MYCO001851	Int metab	751	0	43	21	636	636	636	595	192	0.067610063	0.005603507	0.064465409	0.094339623	0.488372093	1.463414634
MYCO001852	Int metab	149	0	34	24	675	675	675	642	201	0.05037037	-0.011636185	0.048888889	0.106666667	0.705882353	2.181818182
MYCO001853	Int metab	45	0	37	23	621	627	626.7391304	587	186	0.059035727	-0.002970829	0.063406174	0.109677419	0.621621622	1.7297593
MYCO001855	Int metab	107	0	61	42	924	924	924	864	267	0.066017316	0.00401076	0.064935065	0.133116883	0.68852459	2.05
MYCO001856	Int metab	1043	0	44	28	669	678	677.6785714	630	197	0.064927536	0.00292098	0.070355731	0.127905138	0.636363636	1.817977528
MYCO001857	Cell wall	15	0	41	28	786	786	786	745	235	0.05216285	-0.009843706	0.05216285	0.103053435	0.682926829	1.975609756
MYCO001858	Cell wall	42	0	31	14	792	795	794.7857143	763	251	0.039004224	-0.023002332	0.03999281	0.052574818	0.451612903	1.314606742
MYCO001859	Cell wall	129	0	60	33	1110	1110	1110	1053	338	0.054054054	-0.007952502	0.051351351	0.086486486	0.55	1.684210526
MYCO001860	Cell wall	1161	0	70	50	966	978	977.76	900	278	0.071592211	0.009585655	0.079528719	0.147029946	0.714285714	1.848765432
MYCO001861	Cell wall	10	0	25	19	306	306	306	283	85	0.081699346	0.019692791	0.075163399	0.166666667	0.76	2.217391304
MYCO001862	Int metab	74	0	62	40	1041	1041	1041	981	308	0.059558117	-0.002448439	0.057636888	0.112391931	0.64516129	1.95
MYCO001863	Cell wall	60	0	49	38	762	771	770.7631579	718	201	0.063573355	0.001566799	0.068455734	0.217658507	0.775510204	3.179551122
MYCO001864	Hypoth	28	0	45	24	756	756	756	713	228	0.05952381	-0.002482746	0.056878307	0.095238095	0.533333333	1.674418605
MYCO001865	Int metab	22	0	50	34	861	861	861	815	256	0.058072009	-0.003934547	0.053426249	0.108013937	0.68	2.02173913
MYCO001866	Lipids	165	0	139	98	2337	2337	2337	2200	685	0.059477963	-0.002528593	0.058622165	0.120667522	0.705035971	2.058394161
MYCO001867	Lipids	408	0	100	60	1479	1485	1484.85	1379	439	0.06734687	0.005340314	0.071286662	0.113041721	0.6	1.58573453
MYCO001868	Hypoth	629	0	128	89	2088	2103	2099.865169	1961	610	0.060956295	-0.001050261	0.066130517	0.128515475	0.6953125	1.943361113
MYCO001869	Int metab	278	0	57	37	1233	1236	1235.918919	1180	378	0.04611953	-0.015887026	0.045244812	0.082464082	0.649122807	1.822619623
MYCO001870	Hypoth	887	0	37	22	636	636	636	599	190	0.058176101	-0.003830455	0.058176101	0.103773585	0.594594595	1.783783784
MYCO001871	Hypoth	264	0	34	24	390	390	390	359	95	0.087179487	0.025172931	0.079487179	0.269230769	0.705882353	3.387096774
MYCO001872	Int metab	67	0	96	53	1245	1245	1245	1165	374	0.077108434	0.015101878	0.064257028	0.098795181	0.552083333	1.5375
MYCO001873	Hypoth	90	0	35	19	438	438	438	405	128	0.079908676	0.01790212	0.075342466	0.123287671	0.542857143	1.636363636
MYCO001874	Hypoth	44	0	51	37	687	690	687.0810811	637	195	0.074227047	0.012220492	0.072889623	0.148572103	0.725490196	2.038316244
MYCO001875	Hypoth	48	0	35	18	441	444	443.8333333	411	132	0.07885843	0.016851875	0.073976718	0.107773188	0.514285714	1.456852792
MYCO001876	Int metab	103	0	34	23	480	480	480	448	138	0.070833333	0.008826778	0.066666667	0.1375	0.676470588	2.0625
MYCO001877	Cell wall	348	0	121	83	2061	2064	2063.927711	1941	607	0.058626084	-0.003380471	0.059560085	0.117701657	0.685950413	1.976183475
MYCO001878	Int metab	529	0	82	49	1350	1365	1353.183673	1273	403	0.060597834	-0.001408722	0.059255573	0.106551443	0.597560976	1.798167473
MYCO001879	Hypoth	327	0	63	42	1137	1137	1137	1076	341	0.055408971	-0.006597585	0.053649956	0.100263852	0.666666667	1.868852459
MYCO001880	Int metab	97	0	82	55	1317	1317	1317	1237	385	0.062262718	0.000256162	0.060744115	0.123006834	0.670731707	2.025
MYCO001881	Cell wall	82	0	31	24	423	423	423	397	120	0.073286052	0.011279496	0.061465721	0.14893617	0.774193548	2.423076923
MYCO001882	Int metab	30	0	49	34	834	834	834	787	244	0.058752998	-0.003253558	0.056354916	0.122302158	0.693877551	2.170212766
MYCO001883	Hypoth	52	0	35	29	462	477	475.2413793	424	127	0.073646786	0.01164023	0.107821797	0.198302133	0.828571429	1.839165545
MYCO001884	Cell wall	30	0	33	20	531	531	531	499	157	0.062146893	0.000140337	0.060263653	0.11299435	0.606060606	1.875
MYCO001885	Int metab	58	0	53	37	591	600	599.7567568	539	161	0.088369159	0.026362603	0.10130233	0.194673516	0.698113208	1.921708185
MYCO001887	Hypoth	393	0	82	49	1143	1143	1143	1063	335	0.071741032	0.009734477	0.069991251	0.120734908	0.597560976	1.725
MYCO001888	Cell wall	6392	0	7	6	561	561	561	555	181	0.012477718	-0.049528837	0.010695187	0.032085561	0.857142857	3
MYCO001889	Hypoth	45	0	20	15	357	357	357	338	104	0.056022409	-0.005984147	0.053221289	0.12605042	0.75	2.368421053
MYCO001890	Hypoth	40	0	39	28	612	612	612	574	178	0.06372549	0.001718934	0.062091503	0.12745098	0.717948718	2.052631579
MYCO001891	Hypoth	19	0	36	23	408	411	408.1304348	375	116	0.088207095	0.026200539	0.081176095	0.147331416	0.638888889	1.81496063
MYCO001892	Cell wall	40	0	17	11	312	315	312.2727273	296	94	0.054439592	-0.007566963	0.052110626	0.096943231	0.647058824	1.860335196
MYCO001893	Hypoth	20	0	18	13	219	219	219	203	61	0.082191781	0.020185225	0.073059361	0.164383562	0.722222222	2.25
MYCO001895	Int metab	2159	0	45	33	1155	1155	1155	1110	352	0.038961039	-0.023045517	0.038961039	0.085714286	0.733333333	2.2
MYCO001896	Hypoth	505	0	74	52	912	912	912	841	255	0.081140351	0.019133795	0.077850877	0.161184211	0.702702703	2.070422535
MYCO001897	Hypoth	65	0	30	26	432	435	432.1153846	404	120	0.069425901	0.007419345	0.06506453	0.166889186	0.866666667	2.56497948
MYCO001898	Hypoth	30	0	22	20	309	309	309	290	87	0.071197411	0.009190855	0.061488673	0.155339806	0.909090909	2.526315789
MYCO001899	Cell wall	2810	0	71	46	1023	1050	1047.065217	908	288	0.067808575	0.005802019	0.132814284	0.1748365	0.647887324	1.316398312
MYCO001900	Int metab	214	0	101	73	1380	1404	1389.123288	1283	395	0.072707729	0.010701174	0.076395874	0.146943968	0.722772277	1.92345424
MYCO001901	Virulence	270	0	90	63	1293	1293	1293	1204	369	0.069605568	0.007599013	0.068832173	0.143851508	0.7	2.08988764
MYCO001902	Cell wall	222	0	81	52	1269	1269	1269	1190	373	0.063829787	0.001823231	0.062253743	0.11820331	0.641975309	1.898734177
MYCO001903	Cell wall	36	0	33	20	399	408	404.85	369	115	0.081511671	0.019505115	0.088551315	0.147832531	0.606060606	1.669456067
MYCO001904	Hypoth	26	0	31	26	432	432	432	402	119	0.071759259	0.009752703	0.069444444	0.173611111	0.838709677	2.5
MYCO001905	Int metab	86	0	67	54	954	963	962.8333333	887	269	0.06958629	0.007579735	0.078760602	0.16184871	0.805970149	2.054945055
MYCO001906	Hypoth	26	0	31	24	471	471	471	441	135	0.06581741	0.003810854	0.063694268	0.140127389	0.774193548	2.2
MYCO001907	Hypoth	5448	0	47	38	645	648	647.9210526	605	183	0.072539702	0.010533146	0.066244263	0.152674546	0.808510638	2.30472103
MYCO001908	Virulence	266	0	228	176	2211	2223	2222.846591	1999	591	0.102571181	0.040564625	0.100702672	0.202374106	0.771929825	2.009620022
MYCO001909	Regulatory	30	0	36	29	444	444	444	410	121	0.081081081	0.019074525	0.076576577	0.182432432	0.805555556	2.382352941
MYCO001910	Cell wall	249	0	46	24	594	594	594	552	175	0.077441077	0.015434522	0.070707071	0.116161616	0.52173913	1.642857143
MYCO001911	Cell wall	272	0	35	26	606	606	606	572	179	0.057755776	-0.00425078	0.056105611	0.113861386	0.742857143	2.029411765
MYCO001912	Lipids	2273	0	41	26	1005	1005	1005	951	298	0.04079602	-0.021210536	0.053731343	0.110447761	0.634146341	2.055555556
MYCO001913	Hypoth	43	0	48	33	753	753	753	704	218	0.06374502	0.001738464	0.065073041	0.131474104	0.6875	2.020408163
